,Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points
66464,2951,18,242,40,1883,172,217,942
32262,2788,16,350,118,362,212,203,2536
109818,3164,11,488,17,2724,193,228,242
21107,3249,17,212,15,1567,222,200,2424
97936,3040,22,182,48,3215,247,200,832
29944,3133,7,134,-13,742,203,232,1172
42938,3077,21,210,62,713,250,219,1189
82008,3133,7,134,16,4696,201,235,2630
21597,3062,13,150,22,1266,239,218,2151
90533,3345,9,153,16,1337,197,234,1979
92195,2916,7,644,120,2888,208,227,3405
46297,2855,20,150,29,1489,184,201,1034
68693,3082,17,210,58,977,183,213,1441
47520,2949,6,95,1,2067,225,242,361
100518,3320,4,488,86,3837,220,231,1511
57289,3252,16,664,109,2301,215,204,2356
116121,2944,18,190,46,2290,247,215,1956
64647,2939,6,361,138,4725,212,227,5040
83988,2781,13,120,28,2847,235,214,6404
54743,2985,1,470,64,1894,221,236,815
71125,2284,17,212,44,1680,187,252,853
112530,2739,10,285,52,1740,233,221,537
26136,2791,6,210,18,2014,216,227,2444
6313,3322,17,551,13,3623,183,213,3523
21138,3260,13,420,106,4786,219,212,3315
82107,3262,10,30,2,5370,193,233,212
30735,3013,17,335,-30,2917,241,207,162
53376,3129,16,342,58,277,177,223,1486
50826,2922,6,120,24,1822,229,239,592
54744,2809,17,170,52,1015,246,226,433
4669,3304,8,285,47,3565,202,246,1880
80194,2978,7,85,3,1826,221,245,3760
68039,3240,8,480,53,1936,222,222,1885
93074,2945,10,150,16,4440,237,229,1842
41612,3149,8,503,0,5929,231,239,1347
69237,2850,10,120,38,2490,230,243,1879
64906,2870,17,42,7,1531,247,220,2287
3885,3281,2,379,38,5002,214,239,808
16522,3041,5,42,2,3373,215,229,2706
26683,3229,9,42,4,5959,203,224,518
95897,3411,7,446,82,1233,224,224,3849
106124,3057,5,0,0,3618,226,240,446
37779,2865,22,162,61,2401,251,210,1723
33423,3047,8,120,13,6644,218,223,3304
82387,3274,7,569,10,812,230,228,5671
21431,2945,12,365,24,1922,216,250,1917
34597,2849,31,162,22,2617,130,239,319
20900,3093,10,42,7,4116,230,221,2861
76912,3161,17,120,23,2300,223,249,2828
82794,2459,14,120,59,480,231,244,977
28881,2696,9,216,18,1973,206,222,1595
84800,2450,11,537,180,853,239,233,1015
26711,2902,6,300,29,2227,223,226,2571
14298,3090,10,42,6,5447,196,246,2874
9467,2769,1,67,0,2656,219,236,1924
96515,2708,13,339,62,2375,237,217,2227
67489,3377,14,787,171,648,243,225,85
78202,3062,6,108,6,5562,218,245,2147
108399,3139,8,175,20,2187,219,247,2106
6219,2903,23,180,49,5266,150,226,702
59364,2470,16,192,41,612,228,204,1633
113798,3239,5,532,64,379,206,236,942
91524,2528,6,30,-5,1087,227,241,1978
38136,3093,3,268,16,2524,224,239,1965
64563,3227,9,150,16,5326,212,222,564
42547,2722,4,600,105,1106,225,232,834
12786,2748,4,30,-2,1050,213,232,2240
14531,3041,13,534,33,3901,202,215,2502
43065,2427,21,402,215,1154,165,208,781
66006,3383,10,524,44,1468,196,230,1057
46242,2908,5,0,0,2856,223,229,1559
85855,2786,29,42,14,1283,219,242,2066
55322,3021,12,201,63,4149,190,226,2363
81750,3311,15,85,-19,4507,243,217,4017
88303,3113,20,295,-2,942,250,210,1167
62022,2587,26,212,26,1434,254,203,1130
14731,2955,6,437,128,4902,206,233,5039
100338,2805,4,446,49,1898,225,240,2128
88488,2745,13,108,3,1753,240,222,953
29625,2754,4,90,0,1982,218,230,979
97611,2749,7,0,0,2765,232,235,2077
33865,3006,13,30,15,5190,212,213,2592
113195,3228,14,306,48,2955,188,249,932
78705,2948,13,297,49,1546,233,214,834
31168,3017,7,277,46,2513,212,225,2501
50405,2979,8,42,-4,1448,231,225,1477
3635,2999,34,212,23,5104,143,161,1326
112696,2583,24,108,20,1416,231,241,983
114189,3413,16,603,84,1249,214,252,3986
88034,3023,21,240,-1,2486,245,230,1698
38209,2555,10,190,39,1231,231,221,1173
87451,2979,2,30,1,1077,220,239,693
23322,3084,11,319,47,1533,233,220,2773
23735,3260,10,607,208,3009,205,221,3280
2579,3225,6,485,77,5686,217,226,2501
8213,3283,16,309,105,4375,186,214,1329
35570,3162,16,60,11,732,232,243,2529
42037,2822,11,127,25,2021,216,250,2188
62739,3202,11,127,-5,2265,212,251,2929
88769,3119,14,30,6,1130,235,213,2192
93986,3128,12,0,0,1725,228,215,242
14536,2681,18,360,-46,1324,245,211,3882
67532,3199,16,242,26,1052,245,227,1209
101125,3192,21,192,33,875,249,206,755
50429,3380,15,558,165,4881,186,217,2950
42526,2262,12,0,0,297,236,239,361
72065,3033,28,342,125,2405,231,171,2012
62978,3152,5,524,5,2797,213,230,319
47412,3014,13,618,-106,1816,186,244,2251
71307,2768,23,120,20,1198,176,193,1022
75032,3255,10,124,7,4261,208,221,1682
67553,2760,14,459,80,1635,182,225,1914
84060,3036,14,42,-10,2412,216,251,1047
91845,2915,22,30,11,3167,156,235,2041
108964,3393,10,67,11,4102,203,223,1182
46001,2143,27,30,15,1290,160,185,1385
88195,2801,16,0,0,2518,175,223,443
2968,3256,13,190,-12,3026,238,218,1967
77341,2784,26,134,36,1237,167,186,1054
20696,3110,16,300,49,5796,204,253,1986
13915,3203,20,228,6,4147,159,227,433
14408,3139,22,301,40,1374,251,213,2249
70750,2508,9,30,0,1371,235,228,4484
12298,3159,14,360,42,350,189,220,1493
17033,3048,8,42,3,1505,233,236,816
2756,3402,16,541,245,1507,240,211,876
28078,3204,6,382,-16,5479,222,226,1884
93644,2816,13,300,3,3211,236,216,2584
3802,2245,19,0,0,408,245,205,816
57051,2930,16,335,35,864,187,212,1652
95069,3294,18,551,92,2874,224,248,979
10221,2752,16,90,16,854,192,253,510
70007,2717,43,277,89,3074,128,235,1530
20081,3034,10,190,35,390,231,221,1296
101784,3169,6,331,32,1992,208,245,750
7828,2542,35,190,68,999,194,241,1084
72077,3252,5,589,8,4283,222,229,2554
41654,3331,19,642,192,2503,169,216,240
98599,2959,19,366,65,426,199,198,618
29789,3165,12,120,16,1189,240,229,1945
106432,3201,7,713,88,3296,225,244,3632
17663,2802,6,30,-2,2264,231,231,2897
104958,2619,13,488,61,649,193,218,872
70638,3218,15,430,103,5065,238,211,2650
94096,3184,12,242,79,1173,239,221,2307
4081,2879,19,983,101,2435,236,240,1470
31483,3236,9,120,34,2654,220,247,2670
35395,2191,9,0,0,551,214,222,1209
87521,2846,15,30,7,594,230,207,350
50996,2901,20,256,-65,361,243,199,247
110819,3091,10,150,22,1340,236,237,3361
75643,3184,6,0,0,5415,231,237,2966
73879,2910,7,255,22,1273,201,236,1742
38111,2978,13,319,59,5449,199,252,3262
68182,2948,26,201,61,1932,210,174,1541
74056,2758,10,342,68,976,215,218,1057
97719,3082,5,95,0,1770,225,241,511
110660,2968,11,750,72,6054,193,246,5763
83454,2872,18,268,121,1980,236,240,832
43829,3039,9,201,1,2340,196,231,824
105404,2959,15,182,22,4079,242,215,1920
71183,2889,3,0,0,671,225,234,2609
103581,2965,24,242,94,1611,253,206,1825
49276,3211,18,474,103,5901,168,241,2884
15435,1888,25,120,32,90,184,182,808
63280,2797,25,323,180,553,174,253,1681
60540,3166,8,60,-2,1234,234,236,1158
88239,3037,15,339,19,4355,204,209,2951
34441,3029,19,716,271,828,174,210,1539
17115,3449,19,571,100,2716,220,195,1260
12800,2583,23,408,127,966,236,237,1006
58401,2812,9,150,39,1931,219,220,2455
4988,2821,15,481,91,2804,234,208,1832
10720,3126,12,379,26,3443,239,220,4735
94657,3122,8,67,0,2230,221,246,760
98676,2897,14,474,106,2732,226,208,3231
42418,3119,4,30,1,2363,226,233,2081
66882,3001,15,700,98,5919,191,252,3603
98135,3147,7,134,5,1022,229,240,2047
24499,3524,7,408,30,1597,201,235,2074
67800,2704,23,268,109,1822,226,244,1379
48058,2893,9,67,5,3193,195,237,2055
55630,2943,20,212,31,830,244,200,780
54347,2947,10,150,49,690,197,225,1952
74507,3524,2,300,110,2912,214,237,1909
48958,3109,13,446,16,3469,239,218,4669
29822,3337,15,630,122,2256,228,207,2084
65922,2809,8,150,27,920,224,223,2312
2113,2531,2,90,-1,693,220,239,912
65804,2976,8,0,0,1869,230,226,3637
16929,2482,15,212,39,270,177,237,1782
73368,3565,26,902,280,2353,253,197,1392
11830,3054,16,540,187,5984,217,251,3951
41339,2998,13,930,89,5874,203,252,5724
84966,3194,6,127,-18,2672,221,227,2334
51757,3183,3,30,2,5401,213,234,1060
9908,2479,9,153,25,212,232,224,1084
91440,3150,18,488,71,1061,185,208,1549
61436,3253,7,878,81,1579,203,231,2620
5638,2184,30,180,133,458,249,179,242
99640,3054,10,769,20,6148,197,245,3336
57715,2497,9,30,5,1717,227,222,875
20397,3250,14,443,15,2136,231,211,1110
40328,2906,17,484,87,1451,224,201,2767
83058,3278,18,218,44,1663,206,200,2317
1108,2581,7,60,3,808,221,246,1355
105407,2903,26,543,19,1266,144,210,1312
76699,3033,17,295,47,1782,217,251,3721
72133,2607,12,120,-8,2603,238,235,2037
93907,3068,12,283,69,1557,219,212,2215
26569,2933,12,190,42,604,241,225,1725
52498,2874,10,180,16,3005,203,223,3901
66075,2701,15,95,15,1128,233,210,2058
40589,2284,26,469,189,573,197,175,525
60020,3094,7,0,0,1872,233,232,446
30823,2916,5,30,0,3803,223,229,6229
57259,2778,11,108,13,703,238,229,2654
23797,2628,8,339,34,564,234,234,1475
1761,2981,29,120,30,1521,177,252,1068
60371,2754,28,162,135,2285,140,199,2118
21286,3280,17,162,18,4667,222,249,2842
59109,2988,21,60,21,658,233,192,534
4230,2902,18,190,56,2142,247,225,1338
66731,3219,9,437,71,5624,218,221,2483
76410,3180,14,108,27,3263,199,213,2396
19696,3063,18,1194,184,3227,203,254,1308
32502,3196,5,666,148,1921,212,230,443
89914,2951,25,190,69,721,253,200,1784
17971,2852,6,361,54,2125,207,233,1892
89059,2998,9,319,100,2440,199,246,1442
90943,2907,20,285,76,3853,244,231,1543
112268,2610,8,210,-13,3209,215,224,2711
35620,3268,14,481,54,745,231,245,2561
97657,2807,24,335,177,1213,184,186,592
107175,2919,11,67,5,3301,238,234,2395
110049,3176,13,85,-8,1842,236,216,1633
35640,3236,13,42,10,1789,242,226,1667
29095,2900,11,90,13,2200,226,216,2812
94511,2471,24,90,29,1282,149,236,892
27144,3190,6,190,13,5426,230,231,3065
67832,3384,16,499,151,1945,245,227,1631
81330,3141,14,342,83,4818,188,219,3000
9122,3179,6,240,38,256,207,233,2911
79895,2643,16,150,34,351,222,202,300
74578,3043,20,85,11,836,186,198,1972
95369,3116,11,228,41,2041,191,229,2410
84240,3051,20,240,10,1926,166,214,1708
92236,3107,18,255,78,2527,248,217,3241
90779,2446,4,30,0,1265,226,236,1063
69743,3079,13,642,163,3236,184,241,2023
33473,3200,15,655,283,1865,233,210,2676
63941,3223,3,446,6,421,212,236,1481
102366,2933,14,335,25,792,243,225,2372
69597,3224,1,300,41,2484,219,239,812
21004,2570,12,0,0,908,240,229,900
86177,2924,15,85,20,4039,204,253,646
54257,2672,18,120,27,1674,167,238,573
9155,2859,13,376,82,1481,214,212,2769
92534,3045,14,95,8,3050,181,239,1753
28027,2782,13,60,8,990,213,211,3190
1714,2836,29,90,39,2556,137,241,1671
39408,3254,4,940,85,1514,226,236,2755
81613,3231,8,108,5,3979,214,248,2568
37374,3175,13,391,26,6017,242,230,1189
108919,2572,21,420,136,420,246,228,450
16510,3032,10,210,17,4858,197,228,2774
32451,2801,24,295,45,1423,158,198,1513
11832,2801,3,134,23,3079,215,234,6181
62362,3230,27,624,23,895,220,172,1974
36115,2777,5,218,39,1765,207,234,2364
20433,3041,13,324,8,571,207,212,711
49552,2982,6,319,17,4770,230,235,5419
93828,2704,3,175,1,1650,210,240,849
109609,2306,2,0,0,108,220,234,85
78008,3062,4,67,2,3342,226,234,2427
93773,3069,18,150,33,2182,248,218,1325
10045,3192,25,175,31,2497,253,200,3074
6091,2596,24,30,16,1036,208,180,947
93796,2845,13,95,12,655,199,252,518
93228,2654,10,30,4,1310,214,219,6243
95104,2969,23,180,49,1100,245,228,3038
43759,2712,17,295,61,3293,230,245,1786
76157,2906,7,218,3,4119,232,229,6301
57946,2770,33,371,122,967,114,200,1561
86668,3131,13,201,23,5622,190,247,3055
56345,2751,9,127,-3,1710,229,223,1282
1343,3135,19,485,48,150,209,253,2306
85369,3322,15,150,33,3022,188,217,2234
50088,3198,4,319,10,124,214,244,2006
43141,2813,33,127,69,2210,254,193,503
100762,2775,5,361,108,2802,230,234,6592
19509,3258,19,67,12,755,174,213,1301
91540,3231,12,1034,40,3952,198,220,2385
70485,3353,17,576,71,1958,174,224,3124
29360,2933,21,108,54,1768,200,254,1159
18490,3009,13,42,5,2790,205,213,997
108186,3416,11,1082,67,3345,231,242,990
17501,2642,10,0,0,2280,214,219,990
40497,3148,9,180,38,1809,217,220,2613
70914,3259,13,564,183,819,217,210,792
94802,2926,10,242,-2,5083,193,242,2173
39229,2991,8,573,82,5761,207,248,3021
37758,3073,9,330,26,2927,234,227,6177
62531,3257,16,811,80,1657,243,214,2529
104589,2904,16,300,91,3144,227,205,1996
25653,3273,21,679,110,1384,184,196,1516
75580,3001,14,828,179,1383,216,209,2642
103245,3231,7,134,33,845,206,246,1243
55974,3203,4,402,19,847,211,241,1834
20749,2799,8,210,23,2086,209,225,2525
104696,2355,7,42,0,537,229,227,806
101742,2634,13,30,-14,1718,238,236,283
89485,2761,10,134,3,1926,224,219,1142
26694,2671,24,150,46,1824,220,246,1451
65566,3276,10,342,41,1766,207,220,1149
19264,2662,21,120,55,1959,219,249,2694
16286,2633,7,270,0,631,215,226,1560
61761,2942,6,134,10,4106,204,240,4948
110065,3391,14,516,158,1974,243,229,1616
42796,3028,7,633,48,1356,214,226,2490
80755,2987,13,150,25,1500,242,222,1987
99602,2681,11,30,0,2251,239,232,1932
33925,3174,6,324,49,5860,210,245,2820
108809,3218,5,228,35,2394,215,245,781
87553,3105,18,124,3,3921,170,218,1718
44815,2806,16,67,11,2342,174,236,1516
86523,2025,34,60,16,212,227,227,242
91838,3008,6,95,3,5604,203,239,2073
77719,2867,8,134,36,2490,200,234,2597
64116,2863,4,497,88,3617,226,234,6025
59293,2859,17,242,69,4227,207,253,5165
109784,3166,10,457,55,426,228,219,5794
107779,3034,8,845,43,5788,202,247,5542
106992,2529,3,242,8,258,222,232,1348
48489,2936,19,85,21,4639,167,223,2263
66022,3058,13,180,41,1301,212,213,2796
31078,3021,18,618,121,5763,190,254,4085
8941,2867,9,234,30,2524,234,228,2598
37061,2899,14,1101,104,2520,222,249,1396
78060,3324,16,450,-12,1627,214,203,2052
49211,2721,10,240,78,1230,200,223,1897
112003,2660,23,228,90,2133,183,191,2348
54729,2337,28,218,137,1370,152,185,924
87294,2574,9,210,58,1660,220,220,1827
54349,3210,10,607,63,2635,192,242,216
87202,2771,21,30,0,1253,233,242,2080
112932,2811,11,0,0,2901,230,218,4492
61479,2679,13,488,31,577,225,211,1905
3517,3116,19,30,3,765,248,214,1641
112645,2927,10,0,0,2123,196,246,1725
3299,3090,26,242,23,1848,140,210,3438
99738,2246,29,404,128,552,126,220,454
16051,3241,13,591,66,3500,216,210,4268
21212,3152,21,297,65,3663,161,243,1370
79792,3125,6,430,52,3661,213,245,850
71924,2773,14,60,8,2305,228,210,2971
20972,2867,21,162,-18,365,246,202,1775
93957,2969,11,525,52,5160,228,245,2864
72687,3112,6,60,6,5343,219,228,3242
110430,2576,8,85,11,309,234,228,1436
28089,2721,20,192,54,1674,213,193,1187
75850,2746,8,124,15,1113,213,224,2105
19035,2893,4,268,44,3031,221,242,2442
82317,2817,15,30,-8,4049,243,219,785
72034,2388,21,30,10,591,160,240,510
115012,2838,12,636,108,2780,222,248,1874
82118,3244,8,638,96,5987,234,233,1597
116115,3149,6,513,2,2779,211,229,297
57896,3157,27,391,89,3550,227,240,947
41374,2198,23,108,41,1366,173,194,916
111029,2940,11,60,12,3010,188,240,1249
57897,2911,15,30,11,2516,176,231,778
109006,2003,9,0,0,60,206,222,631
14019,2925,15,644,146,1224,221,207,2561
81786,2988,10,503,85,3104,204,223,1506
105159,3023,14,162,31,1806,194,251,1455
77147,2950,21,342,28,4643,228,245,454
88465,2676,17,30,9,1149,169,229,2506
99540,3109,19,573,291,1290,164,226,1077
71803,2886,18,566,237,1044,241,204,541
38500,2734,4,297,29,2125,209,236,6134
15572,3360,11,150,27,942,238,227,3864
13600,3061,11,424,85,2353,196,226,1138
54762,3108,13,295,44,234,185,226,1637
54600,2438,15,391,250,891,220,205,1060
15041,2948,14,108,40,1342,227,247,663
35012,2643,15,402,115,721,214,252,1337
20989,3057,13,30,-2,5959,219,250,2405
81651,2834,19,417,154,433,227,195,1984
67378,3438,24,277,52,2589,250,198,1892
19707,3198,14,67,-17,3569,180,235,1756
91578,2637,19,30,4,3466,240,237,2624
21678,3079,18,309,63,1790,229,199,3645
33778,3109,3,240,0,6615,224,236,2706
48224,2961,14,30,7,1764,213,208,1320
64030,3153,18,120,35,95,175,249,481
99163,2428,13,256,73,765,188,226,1463
20268,2810,25,323,186,684,172,253,1706
57661,2342,21,60,16,1320,166,207,228
72192,2250,16,60,14,1617,175,235,824
96941,3159,11,362,46,1883,218,216,3403
83195,2859,22,228,48,2616,157,242,671
14483,2961,6,60,-2,2430,203,241,433
13145,2618,13,85,19,1500,202,214,4968
56427,3058,14,180,37,1170,242,231,1159
113504,2906,22,30,17,2123,216,186,1530
7600,2971,3,218,2,2493,223,234,1478
70772,2641,4,30,1,60,222,230,702
46855,2944,12,402,80,3348,232,215,2277
54167,2748,14,30,7,1710,214,210,2906
23420,2892,7,366,83,1230,205,230,2739
18685,2878,10,366,58,2343,237,231,2663
95969,2963,1,0,0,5508,220,236,2226
59873,3257,13,457,36,3492,209,213,3976
56545,3159,5,124,-18,932,211,232,973
24639,3215,4,30,-1,3032,225,232,1776
110787,3155,8,497,70,1047,199,244,918
70926,3178,12,812,137,937,233,242,2067
98316,2901,10,703,106,3102,222,217,1537
108469,2189,30,180,75,1052,178,166,1224
15365,1929,18,108,30,124,238,238,771
8684,3284,8,67,1,4334,222,223,3605
69779,2250,37,212,116,957,115,162,466
52539,2481,11,564,269,993,203,250,666
14631,3111,14,120,21,1074,236,240,1978
24609,2594,13,175,27,1595,224,211,1932
83458,2820,32,192,51,2138,127,183,600
27753,3386,29,470,263,3107,188,251,2979
98552,3154,15,566,106,1650,228,207,3384
14186,3251,9,402,21,4511,219,248,892
115133,2496,19,297,127,849,176,209,1465
43338,3202,22,330,130,1687,154,227,2163
93725,3080,13,591,63,1590,183,230,792
69397,2451,24,67,16,492,160,202,924
62728,3110,25,454,85,2173,225,177,1846
51563,3185,11,631,100,859,196,248,895
32507,3150,22,295,46,5724,156,242,2929
104052,2945,15,134,26,4756,244,226,6329
5134,3216,4,201,17,5903,224,231,700
73107,2934,27,361,-59,485,252,192,2003
40904,3011,7,607,177,5466,200,239,5213
52770,3065,16,277,44,1805,214,252,242
70193,3051,6,228,4,3784,228,230,2015
38617,3313,15,607,85,1981,177,226,933
61132,3395,20,256,62,4268,180,204,3769
27824,3161,12,234,83,192,240,232,2658
110763,3008,7,680,13,4369,226,225,3187
6046,3084,8,540,17,2579,196,238,1190
42532,3219,21,391,44,3263,192,192,3102
57117,2700,20,247,5,1290,172,250,1266
18661,3178,15,420,85,2920,184,221,3470
113259,3156,4,324,58,5160,225,232,376
36889,2958,15,201,-15,4817,231,244,551
13152,2985,15,467,7,6344,244,229,2988
115449,2904,10,30,0,2012,222,217,2230
2129,3014,7,60,7,4552,201,235,618
98221,3170,13,362,65,2160,212,252,805
36083,2834,14,201,38,2429,231,211,3203
13529,3333,19,180,24,1421,237,239,3001
111575,2777,18,67,16,1563,220,198,2483
97084,3192,4,127,11,4203,226,239,865
80673,3260,10,277,41,3740,215,249,2696
110310,2080,30,201,102,212,183,164,457
50600,2996,18,30,0,1632,226,199,1875
27674,2581,11,85,-5,201,235,219,1368
36089,2588,33,351,132,1020,217,236,1060
49821,3285,9,666,101,604,195,235,1361
8551,3330,18,703,35,2295,175,216,968
948,3423,24,751,-43,3347,168,252,2657
53068,3228,6,30,-2,6074,228,230,391
114437,2975,16,150,12,2423,177,243,404
20423,3237,6,780,46,3807,230,232,2370
108805,3185,11,474,76,5686,197,248,1307
4751,2836,18,190,19,1100,213,198,577
90334,3199,7,170,11,5902,204,244,1679
103714,2930,6,60,10,1237,228,230,404
14727,3024,8,787,128,5905,206,247,5437
44500,2151,28,95,51,819,252,211,170
16933,3090,13,693,15,1345,219,211,2701
16986,2271,25,446,185,543,209,178,541
9023,2433,20,551,243,1341,184,201,518
6578,2955,11,192,59,3649,216,217,2816
42363,2832,7,216,47,1953,206,230,1928
48727,3095,15,255,19,1699,212,252,799
32469,3067,12,360,40,3520,239,222,4966
54382,2955,0,433,42,3889,219,238,4439
4040,2316,13,384,198,722,222,212,170
102310,3032,3,361,122,2040,220,232,2736
64228,2789,11,30,1,2571,238,227,3907
62986,3199,12,240,21,1106,200,218,666
110105,3262,20,42,2,2461,197,254,547
114197,3425,16,566,140,2156,238,209,1485
49197,2735,10,300,100,902,235,222,999
22667,3093,9,459,-15,6367,225,245,2721
102582,2742,4,295,91,2698,213,232,1323
92315,2975,8,210,30,4628,200,233,5788
34706,3230,5,598,72,589,209,244,484
63161,3239,6,655,104,671,204,240,2685
5314,2989,15,162,-5,2248,232,244,3180
89741,2746,25,218,77,1573,223,176,1357
96280,3161,8,162,22,1126,221,246,579
41331,2878,8,0,0,1187,233,231,618
95828,3005,17,495,109,5385,213,252,1106
31431,3093,6,0,0,5178,209,231,732
95551,3040,3,182,0,3284,218,241,1025
44206,2883,18,85,24,953,199,254,285
90329,3103,16,124,10,3733,223,203,3919
65831,2887,17,480,87,1465,215,200,2783
5705,3192,3,524,97,5198,213,235,2140
69489,3137,10,90,4,5372,238,229,2033
65076,2830,6,0,0,3263,219,228,4904
20182,3085,19,295,73,3199,243,202,759
113269,2139,24,170,73,295,214,181,560
44421,3021,33,404,204,1666,132,242,553
38026,2782,13,150,47,1342,216,210,2627
96182,2919,5,190,6,4756,221,229,3997
30098,3196,9,437,61,5998,196,243,2681
74405,3138,11,30,-5,1981,204,251,541
55986,2462,9,300,11,892,230,223,1064
64218,3173,14,459,102,402,243,227,807
71146,3047,7,228,4,1604,211,227,2844
108449,3163,3,108,0,552,223,233,2282
22307,3188,18,67,5,1415,248,217,2536
2136,3101,6,335,26,1907,224,228,2195
96066,2879,4,268,21,3415,218,231,3151
15236,3305,17,95,23,1917,220,200,2699
76092,3172,16,361,37,2263,230,245,819
5145,2718,14,127,48,1189,213,208,1900
12533,2899,13,127,25,1295,204,215,2491
104538,3212,12,67,6,875,222,248,1198
50238,3142,9,218,-27,1409,235,228,2220
57501,3221,22,234,60,2536,251,212,3122
14273,3006,5,30,1,3205,230,234,495
62081,2919,21,150,31,751,250,210,2681
94374,3100,14,395,30,4585,210,208,3035
110366,3363,9,782,106,959,195,239,2252
94226,3321,15,745,-26,1358,241,235,2630
93489,3140,18,30,-7,2832,197,254,450
51808,3392,6,190,16,2866,225,227,2105
9400,2694,21,150,-39,1631,166,210,2763
63657,3360,20,228,37,2722,241,198,2404
74138,2962,18,256,53,5166,172,244,1377
105179,3037,12,242,-2,4624,189,245,234
